,tag,Question,Reponse
83,DROIT SUCCESSORAL,قسمة أرض فلاحية بالمراضاة بين الورثاء,IL N'ya aucun probléme pour ta situation المقاسمة التي تم تحريرها بين مجموعة الورثاء هي مقاسمة صحيحة وثابتة وحصلت بالمراضاة بين الجميع ولا يمكن لأخوك الإحتجاج ضدها باعتبار أنه طرف في هذه المقاسمة وأنه قام بالإمضاء وإن اعتراضه سوف يرفض . 
84,DROIT SUCCESSORAL,قسمة أرض فلاحية بالمراضاة بين الورثاء,والله جازاك الله خيراً يا أخي ، يعطيك ألف صحة ، هنيتني الله يبارك فيك 
85,DROIT SUCCESSORAL,USUFRUIT ET NUE PROPRIETE,"Bonjour Proxima Citation de: Proxima le 19 juillet 2010, 06:24:48 pm 18:24En quoi consiste l'usufruit d'un compte bancaire ? est ce à dire que l'usufruitier bénéficie des intérêts ? Dans le cas d'un bien usufruit sur un compte bancaire on parle en fait d'un quasi-usufruit.En effet, le droit de propriété se compose de 3 droits :- l'usus = le droit d'utiliser le bien- le fructus = le droit de percevoir les fruits du bien (ex : des intérêts, des loyers...)- l'abusus = le droit de disposer du bien (le vendre, le céder, le donner, le détruire...)L'usufruitier a l'usus et le fructus.Le nue-propriétaire a l'abusus.L'usufruitier a en fait le droit d'user et percevoir les fruits du bien à charge pour lui de restituer ce bien à son décès aux nue-propriétaires.Dans le cadre d'une maison, pas de problème : l'usufruitier peut habiter la maison ou la mettre en location sa vie durant et le nue-propriétaire obtiendra la pleine propriété de la maison au décès de l'usufruitier par la réunion de l'usufruit avec sa nue-propriété.Le cas de l'usufruit sur une somme d'argent (ou d'un compte bancaire)  est particulier  car il s'agit d'un bien fongible, qui disparaît par son usage et non distinguable d'un autre bien de même nature.C'est pourquoi on parle d'un quasi-usufruit : l'usufruit porte sur la somme figurant sur les comptes au décès du nue-propriétaire .Le quasi-usufruitier   pourra donc utiliser l'argent figurant sur les comptes comme bon lui semble. Il  pourra même les vider.En cas de décès  du nue-propriétaire , il est peu probable que la somme d'argent qui figurait sur le compte au décès  du nue-propriétaire  se retrouve telle quelle sur les comptes. Il se peut même que les comptes soient vides.La quasi-usufruit portera donc en fait sur une somme d'argent équivalente.Concrètement : au décès  le quasi-usufruitier   peut  revendiquer sur l'actif de la succession une somme d'argent équivalente au montant du quasi-usufruit.Cette somme sera nette de droits de successions (d'où l'intérêt du quasi-usufruit).Ex : au décès il y a 1000 sur les comptes.La valeur de l'usufruit est de 200.Le quasi-usufruitier  »  pourra utiliser le compte, faire fructifier l'argent, l'investir ou dépenser les 1000.A son décès, le quasi-usufruitier   peut  revendiquer les 200 sur sa succession, nets de droits de succession.Citation de: Proxima le 19 juillet 2010, 06:24:48 pm 18:24coment le nu propriétaire peut il ""disposer"" de son bien sans priver l'usufruitier ?L’usufruit est un droit viager, sauf si une convention lui fixe une durée plus réduite. En plus de la déchéance pour abus de jouissance, les causes d’extinction de l’usufruit sont  : la mort de l’usufruitier si c’est une personne physique,  l’expiration du temps pour lequel l’usufruit a été accordé, et la réunion des qualités du nu-propriétaire et de l’usufruitier par suite d’héritage par exemple. J'espère avoir bien répondu à la question Slts/Naceur "
86,DROIT SUCCESSORAL,vente d'un appartement en Tunisie et pas l'air,j'ai bien compris que le 1er proprietaire possede le rez de chausse d'apres la loi tunisienne la persone qui possede le bas c'est lui qui possede l'air et la personne qui a construit dans l'air n'a pas le droit de vendre l'air de 2emme etage a l'ecception de l'accord de premier proprietaire tu peut faire recours a article 573coc
87,DROIT SUCCESSORAL,vente d'un appartement en Tunisie et pas l'air,"vous devez vendre ""un étage en cours de construction"" "
88,DROIT SUCCESSORAL,Héritage compliqué,"Normalement la liste des héritiers figure sur l'acte de décès qui est établi par le tribunal sur déclaration de l'un des héritiers ou proches + Le témoignage de deux témoins.les parts successorales de chacun sont alors déterminées sur la base des personnes mentionnées sur l'acte de décès par n'importe quel notaire qui applique le Code du statut personnel (et non la charia ).maintenant si on essaye de vous ""rayer"" de la liste des héritiers, vous pouvez toujours intenter un procès à l'encontre des personnes qui ont témoigné et /ou fait la déclaration de décès et faire annuler l'acte de décès en question.comment se le procurer ? adresser vous au tribunal territorialement compétent et demander une copie (la date du décès et le nom et prénom devraient suffire)Quand à l'inventaire des biens, à mon avis il faut saisir le tribunal pour nommer un liquidateur judiciaire "
89,DROIT SUCCESSORAL,État civil ,"BonjourPour faire corriger son acte de naissance, votre fille devra en faire la demande, sur place, auprès du tribunal de première instance de sa commune de naissance. Cordialement"
90,DROIT SUCCESSORAL,Communauté des biens en cas de divorce ,"Bonjour,Le bien a-t-il été enregistré au nom de l'épouse ou simplement celle-ci a chois d'y habité bien qu'il appartient toujours à celui qui l'a construit. Dans ce dernier cas, ce n'est pas un bien commun et il n'est pas concerné par le partage éventuel en cas de divorce."
91,DROIT SUCCESSORAL,Communauté des biens en cas de divorce ,Bonjour Le bien a été enregistré au nom de l’épouse mais comme mentionné les fonds pour le terrain et la construction proviennent de la mère et tout les documents ( chèques ) le prouvent.  
92,DROIT SUCCESSORAL,Mariage légal et beau-père divorcé qui menace !,"Sur le plan légal, le beau-père n'a aucune existence. Toute action de sa part ou autre est susceptible d'un recours en justice, y compris ses menaces."
93,DROIT SUCCESSORAL,Mariage légal et beau-père divorcé qui menace !,"Merci pour votre réponse. Le plus beau, j'ai déjà reçu une comparution devant le juge et je suis en train de faire le nécessaire avec un avocat. CiterIjik l'blé ya ghafel  "
94,DROIT SUCCESSORAL,reconnaissance anticipee,"Bonjour,Maintenant que vous êtes en Tunisie, sa mère qui est française donc devrait prendre l'attache du consulat pour s'enregistrer et procéder aux formalités qu'elle aurait pu effectuer en France."
95,DROIT SUCCESSORAL,Donation privilégiée,Il a en fait tout donné aux enfants du second mariage au détriment des enfants du premier mariage.
96,DROIT SUCCESSORAL,Donation privilégiée,"Bonjour,1- Selon le droit successoral et le droit civil tunisien la donation est valable à condition qu'elle soit acceptée par les bénéficiaires et faite selon les formes légales exigées c.a.d devant notaire.2- Vous pouvez demander l'annulation de la donation si elle a été faite pendant la maladie de la mort et cette période est calculée en retournant une année en arrière cad 365 jours avant la date du décès, autrement dit il vous est possible de demander l'annulation vu que le donation a été faite deux mois avant sa mort MAISune deuxième condition plus importante doit être remplie c'est que la maladie dont il souffrait doit affecter totalement ses capacités mentales autrement dit qu'il n'était plus en mesure de juger la gravité et l'importance de ses actes et faits, et ce facteur il vous appartient de le prouver au juge si vous avez un dossier médical corroboré par des témoignages que votre père n'avait aucune lucidité d'esprit.J'espère que ma réponse vous a aidé à voir plus clair quel plan suivre.  "
97,DROIT SUCCESSORAL,Renoncer à la nationalité tunisienne,"Bonjour,Je ne vois pas dans quel intérêt vous voulez renoncer à votre nationalité puisque les deux pays admettent la double nationalité sauf si vous avez des raisons que je ne vois pas dans votre question. Merci"
98,DROIT SUCCESSORAL,Changement du mandataire d'une procuration,"Bonjour,La procuration donnée peut être révoquée et accordée à une autre personne par un nouveau document, mais si la première procuration contient une clause qui donne au mandataire nommé le droit de déléguer ses pouvoirs c.a.d les transférer à une autre personne il peut le faire en donnant lui même procuration à cet autre héritier.Oui la procuaration peut être donnée individuellement à la même personne, et dans tous les cas elle doit être faite devant notaire que ce soit par ceux qui vivent en Tunisie ou ceux vivant à l'étranger, bonne continuation. "
99,DROIT SUCCESSORAL,mariage non reconnu ,"Bonjour Monsieur,Avant de pouvoir répondre à vos questions je dois avoir les informations suivantes:1- Êtes-vous marié sous le régime du droit de la famille québecois? cad Montréal, Quebec city, ou toute autre ville francophone du Canada?2- êtiez-vous séparé avant le divorce et si oui pendant combien de temps?3- Avez-vous assumé vos obligations conjugales: dépenses du foyer, pris soin de votre ex épouse etc...4- Avez-vous exercé une quelconque violence contre elle?Ce sont des détails importants qui me permettront de vous répondre car je pense que votre situation est celle d'un mariage blanc cad conclu pour pouvoir juste obtenir la résidence légale dans ce pays, merci. "
100,DROIT SUCCESSORAL,Test de paternité,"Bonjour,Si c'est un juge qui a désigné l'hôpital oui, si c'est une des parties adverses qui l'a choisi volontairement, vous pouvez demander une contre-expertise, sauf si c'est l'unique hôpital capable de faire ce genre de tests.J'espère que cette réponse éclaire votre chemin. "
101,DROIT SUCCESSORAL,Attestation de test de paternité,"Bonjour,Non c'est anormal car pour que l'attestation soit officielle il doit signer et mettre le cachet, sachant qu'une fois l'erreur régularisée, l'attestation sera tout à fait légale et ne pourra être annulée que par une attestation contradictoire.J'espère que me réponse vous a été utile "
102,DROIT SUCCESSORAL,État civil ,"BonjourPour faire corriger son acte de naissance, votre fille devra en faire la demande, sur place, auprès du tribunal de première instance de sa commune de naissance. Cordialement"
103,DROIT SUCCESSORAL,Communauté des biens en cas de divorce ,"Bonjour,Le bien a-t-il été enregistré au nom de l'épouse ou simplement celle-ci a chois d'y habité bien qu'il appartient toujours à celui qui l'a construit. Dans ce dernier cas, ce n'est pas un bien commun et il n'est pas concerné par le partage éventuel en cas de divorce."
104,DROIT SUCCESSORAL,Communauté des biens en cas de divorce ,Bonjour Le bien a été enregistré au nom de l’épouse mais comme mentionné les fonds pour le terrain et la construction proviennent de la mère et tout les documents ( chèques ) le prouvent.  
105,DROIT SUCCESSORAL,Mariage légal et beau-père divorcé qui menace !,"Sur le plan légal, le beau-père n'a aucune existence. Toute action de sa part ou autre est susceptible d'un recours en justice, y compris ses menaces."
106,DROIT SUCCESSORAL,Mariage légal et beau-père divorcé qui menace !,"Merci pour votre réponse. Le plus beau, j'ai déjà reçu une comparution devant le juge et je suis en train de faire le nécessaire avec un avocat. CiterIjik l'blé ya ghafel  "
107,DROIT SUCCESSORAL,reconnaissance anticipee,"Bonjour,Maintenant que vous êtes en Tunisie, sa mère qui est française donc devrait prendre l'attache du consulat pour s'enregistrer et procéder aux formalités qu'elle aurait pu effectuer en France."
108,DROIT SUCCESSORAL,Donation privilégiée,Il a en fait tout donné aux enfants du second mariage au détriment des enfants du premier mariage.
109,DROIT SUCCESSORAL,Donation privilégiée,"Bonjour,1- Selon le droit successoral et le droit civil tunisien la donation est valable à condition qu'elle soit acceptée par les bénéficiaires et faite selon les formes légales exigées c.a.d devant notaire.2- Vous pouvez demander l'annulation de la donation si elle a été faite pendant la maladie de la mort et cette période est calculée en retournant une année en arrière cad 365 jours avant la date du décès, autrement dit il vous est possible de demander l'annulation vu que le donation a été faite deux mois avant sa mort MAISune deuxième condition plus importante doit être remplie c'est que la maladie dont il souffrait doit affecter totalement ses capacités mentales autrement dit qu'il n'était plus en mesure de juger la gravité et l'importance de ses actes et faits, et ce facteur il vous appartient de le prouver au juge si vous avez un dossier médical corroboré par des témoignages que votre père n'avait aucune lucidité d'esprit.J'espère que ma réponse vous a aidé à voir plus clair quel plan suivre.  "
110,DROIT SUCCESSORAL,Renoncer à la nationalité tunisienne,"Bonjour,Je ne vois pas dans quel intérêt vous voulez renoncer à votre nationalité puisque les deux pays admettent la double nationalité sauf si vous avez des raisons que je ne vois pas dans votre question. Merci"
111,DROIT SUCCESSORAL,Changement du mandataire d'une procuration,"Bonjour,La procuration donnée peut être révoquée et accordée à une autre personne par un nouveau document, mais si la première procuration contient une clause qui donne au mandataire nommé le droit de déléguer ses pouvoirs c.a.d les transférer à une autre personne il peut le faire en donnant lui même procuration à cet autre héritier.Oui la procuaration peut être donnée individuellement à la même personne, et dans tous les cas elle doit être faite devant notaire que ce soit par ceux qui vivent en Tunisie ou ceux vivant à l'étranger, bonne continuation. "
112,DROIT SUCCESSORAL,mariage non reconnu ,"Bonjour Monsieur,Avant de pouvoir répondre à vos questions je dois avoir les informations suivantes:1- Êtes-vous marié sous le régime du droit de la famille québecois? cad Montréal, Quebec city, ou toute autre ville francophone du Canada?2- êtiez-vous séparé avant le divorce et si oui pendant combien de temps?3- Avez-vous assumé vos obligations conjugales: dépenses du foyer, pris soin de votre ex épouse etc...4- Avez-vous exercé une quelconque violence contre elle?Ce sont des détails importants qui me permettront de vous répondre car je pense que votre situation est celle d'un mariage blanc cad conclu pour pouvoir juste obtenir la résidence légale dans ce pays, merci. "
113,DROIT SUCCESSORAL,Test de paternité,"Bonjour,Si c'est un juge qui a désigné l'hôpital oui, si c'est une des parties adverses qui l'a choisi volontairement, vous pouvez demander une contre-expertise, sauf si c'est l'unique hôpital capable de faire ce genre de tests.J'espère que cette réponse éclaire votre chemin. "
114,DROIT SUCCESSORAL,Attestation de test de paternité,"Bonjour,Non c'est anormal car pour que l'attestation soit officielle il doit signer et mettre le cachet, sachant qu'une fois l'erreur régularisée, l'attestation sera tout à fait légale et ne pourra être annulée que par une attestation contradictoire.J'espère que me réponse vous a été utile "
115,DROIT SUCCESSORAL,Procédures pour avoir un titre de propriété,"Bonjour Citation de: philosophe9 le 06 octobre 2010, 12:20:03 am 00:20 je veut demander quels sont les procédures pour avoir un titrede propriété et quels sont les textes qui concernent ces procédures .voir ce fil : http://www.jurisitetunisie.com/se/index.php?topic=3292.0Slts/Naceur "
116,DROIT SUCCESSORAL,Acheter un bien sans qu'il tombe dans la communauté,"Désolé, mais il n'y pas de solution. "
117,DROIT SUCCESSORAL,Acheter un bien sans qu'il tombe dans la communauté,"Il fallait savoir que : ""Sont considérés communs entre les époux, les immeubles   acquis après le mariage ou après la conclusion de l’acte de communauté à moins que leur propriété n’ait été transférée à l’un d’eux par voie de succession, donation, ou de legs, et à condition qu’ils soient destinés à l’usage familial ou à l’intérêt propre de celle-ci, nonobstant le fait que ledit usage soit continu, saisonnier ou occasionnel.Sont également considérés accessoirement communs les dépendances de l’immeuble et ses fruits de quelques nature qu’ils soient.Ne seront pas considérés comme tels les immeubles affectés à un usage purement professionnel.Dans le cas d’un accord sur la communauté en vertu d’un acte postérieur à l’acte de mariage, les époux peuvent, par stipulation expresse dans le contrat englober dans la communauté les immeubles acquis à partir de la date de la conclusion du mariage.L’accord peut porter sur tous leurs immeubles y compris ceux acquis avant le mariage et ceux provenant d’une donation, d’une succession ou d’un legs.  (Art 10.Loi n° 98-91 du 9 novembre 1998)"
118,DROIT SUCCESSORAL,Acheter un bien sans qu'il tombe dans la communauté,"Merci beaucoup pour ces renseignements !Donc, à moins de faire en sorte que la maison achetée soit affectée exclusivement à une activité professionnelle, y a pas moyen de la sortir du patrimoine de la communauté.Et si je l'achète au nom de ma mère (ou un autre membre de la famille de confiance) ?Si cette solution vous parait faisable, comment gérer avec la banque qui va me prêter l'argent la propriété du bien (hypothèque, caution...etc)Merci encore pour votre aide éclairée !"
119,DROIT SUCCESSORAL,Acheter un bien sans qu'il tombe dans la communauté,"Je pense que si tu veux acheter un bien meuble ou immeuble a titre personnel( et non dans dans le cadre professionel) et que tu veux que ce bien ne rentre pas dans la communauté, tu peux l'acheter au nom d'une personne de confiance (ta mère par exple) et que celle ci te transfère ensuite le bien par voie de donation (devant un notaire)."
120,DROIT SUCCESSORAL,Acheter un bien sans qu'il tombe dans la communauté,"  pour le pret, voir naceur ou pionier"
121,DROIT SUCCESSORAL,Acheter un bien sans qu'il tombe dans la communauté,"Citation de: fara retour le 13 février 2010, 10:22:29 am 10:22Je pense que si tu veux acheter un bien meuble ou immeuble a titre personnel( et non dans dans le cadre professionel) et que tu veux que ce bien ne rentre pas dans la communauté, tu peux l'acheter au nom d'une personne de confiance (ta mère par exple) et que celle ci te transfère ensuite le bien par voie de donation (devant un notaire).Oui c'est faisable, mais il faut prendre en considération un éventuel contrôle fiscal de la personne intermèdiaire suite cette acquisition Slts/Naceur "
122,DROIT SUCCESSORAL,Acheter un bien sans qu'il tombe dans la communauté,"Oui cela s'apelle un examen de situation fiscale personelle (ESFP), éventuel contrôle par l'administration fiscale de la situation patrimoniale de l'acquéreur et de l'origine des fonds conduisant à l'acquisition."
123,DROIT SUCCESSORAL,Acheter un bien sans qu'il tombe dans la communauté,"La solution est très simple: il faut seulement annuler le régime de communauté des biens et après tu achètes ce bien, mais on ne peut annuler le régime de la communauté des biens qu'après deux ans de mariage."
124,DROIT SUCCESSORAL,Acheter un bien sans qu'il tombe dans la communauté,"Bonjour à tous.La seule solution quand on est marié sous le régime de la communauté et qu'on veut acheter un bien immobilier hors communauté c'est de l'acheter en cachette au nom d'un membre de ta famille auquel tu as confiance (mere, frere, etc ..) et en faisant avec lui un contrat de dette sans que l'autre conjoint soit au courantj'espere que cette réponse vous aide "
125,DROIT SUCCESSORAL,Acheter un bien sans qu'il tombe dans la communauté,"Salut,Suite à la réponse de Hannibal je conteste. Et c'est là, un avis personnel car cette réponse ne comporte aucun aspect juridique avec tout mon respect "
126,DROIT SUCCESSORAL,Acheter un bien sans qu'il tombe dans la communauté,"Monsieur,Vous avez demandé dans votre question ""une astuce""! et c'est ce que Hannibal vous a fourni!Comment vous osez, vous qui ne veut pas faire bénéficier sa femme d'un bien, critiquer l'avis de Hannibal!!Sachez que ce dernier n'est pas obligé de vous répondre, et pourtant il a fait un effort et vous a fourni l'astuce demandée!!Un peu de respect SVP! sinon, vous pouvez dire tout simplement"" MERCI à tous ""!! et aller consulter un professionnel.Très Bonne Joirnée Monsieur ! "
127,DROIT SUCCESSORAL,Acheter un bien sans qu'il tombe dans la communauté,Rien à ajouter Nannou.Juste très drôle de voir des mariages sans bases solides.De là le taux de divorce record que l'on observe.
128,DROIT SUCCESSORAL,Acheter un bien sans qu'il tombe dans la communauté,"Salut,L'astuce donnée pour annuler la communauté de bien est une astuce claire et juridique.Présument que monsieur kandale a bien acheté ce bien au nom d'une autre personne en cachette (d'après Hannibal) est que cette personne est décédée  .Ce bien se partage automatiquement entre les héritiers, malgré qu'il y a un contrat de dette Avec tout mon respect "
129,DROIT SUCCESSORAL,Acte de mariage Tunisien,je veux bien connaitre ou tu as fait ton mariage !notaire ou municipalité
130,DROIT SUCCESSORAL,question donation immobiliere,"Citation de: faten le 10 mars 2010, 04:28:02 pm 16:28A qui dois je m'adresser (avocat, notaire ou huissier de justice) pour une donation immobiliere.Notaire Slts/Naceur "
131,DROIT SUCCESSORAL,question donation immobiliere,stl. s il s agit d une donnation d un fond de commerce. q qui faut il adresser pour rediger le contrat. un notire (204 csp) ou par un avocat ( le code de commerce la redaction de tt acte qui a un objet un fond de commerce par un avocat) donation= acte authentique/ fonde de commerce = avocat // donation d un fond de commerce= ?
132,DROIT SUCCESSORAL,question donation immobiliere,donation d'un fond de commerce=NOTAIRE
133,DROIT SUCCESSORAL,question donation immobiliere,"Citation de: TARATATA le 13 mars 2010, 06:22:04 pm 18:22stl. s il s agit d une donnation d un fond de commerce. q qui faut il adresser pour rediger le contrat. un notire (204 csp) ou par un avocat ( le code de commerce la redaction de tt acte qui a un objet un fond de commerce par un avocat) donation= acte authentique/ fonde de commerce = avocat // donation d un fond de commerce= ?Oui mondher1 Toute forme de donation doit être établie parun notaire meme fonds de commerce CiterArticle 189 du Code de Commerce : "" Tous les contrats   relatifs au fonds de commerce doivent être rédigés par des avocats en exercice  non stagiaires, à l'exception  des contrats conclus par l'État, les collectivités locales et les établissements publics à caractère administratif, ainsi que les mainlevées de nantissement  et les contrats dont la loi impose la conclusion par acte authentique.Les actes rédigés par des rédacteurs autres que ceux qui sont ci-dessus mentionnés sont frappés de nullité absolue.[.....]Slts/Naceur"
134,DROIT SUCCESSORAL,cas un peu compliqué réservé aux juristes expérimentés et réalistes,"Citation de: noure le 01 mars 2010, 06:27:55 pm 18:27je voudrai avoir un conseil concernant mon affaire. Mes parents ont divorcés après plus de 30 ans de mariage (sous l'ancien régime légal de la séparation des biens).Ils avaient des biens immobilliers qui étaient au nom de mon père bien qu'ils  les aient acquis ensemble le juge a accordé tous les biens à mon père parce qu'ils étaient soi disant à son nom. Peu de temps après mon père s'est remarié (sous le nouveau régime légal en tunisie:la communauté) et après 3 ans de mariage mon père est décédé. Bien sur sa nouvelle épouse avant son décès alors qu'il était gravement malade a vendu la majeur partie des biens.Elle n'a gardé que la maison de tunis dans laquelle elle vit avec l'enfant qu'elle a eu de mon père (demi-frère).Cette maison a été mise au nom de cette enfant. Nous sommes 4 enfants issu du premier mariage avons nous des droits par rapport à cette maison ne faut-il pas respecter un quitus?? en droit tunisien peut_on déshériter totalement ses enfants au profit d'un autre??Ma mère, son ex femme qui avait acquis cette maison de tunis avec mon père n'a t-elle aucun recours??J'ai trop compris au travers du divorce de mes parents comment certains juge et avocats peuvent etre véreux en Tunisie..Je n'ai pas envie de perdre ni mon argent ni mon temps à payer des bacchiches à tous le monde...  Alors je voudrait savoir si mon affaire vaut le coup..Apparemment, t'as pas mal de connaissance en droit (vu que t'as répondu à d'autre question) Au vu de ce qui est marqué en ""rouge"", la réponse  à cette question réside dans une bonne lecture des articles suivants : L'Article 354 du COC ""  La remise faite par un malade, pendant sa dernière maladie, à l'un de ses héritiers, de tout ou partie de ce qui est dû par ce dernier, n'est valable que si les autres héritiers la ratifient. "" L'ARTICLE 355 du COC ""  La remise accordée par un malade à un tiers pendant sa dernière maladie est valable jusqu'à concurrence du tiers de ce qui reste dans la succession après le paiement des dettes et des frais funéraires. "" L'Article 565  du COC "" La vente faite par un malade, pendant sa dernière maladie, est régie par les dispositions de l'article 354, lorsqu'elle est faite à un de ses successibles dans l'intention de le favoriser, comme si, par exemple, il lui vendait à un prix beaucoup inférieur à la valeur réelle de la chose, ou s'il lui achetait à une valeur supérieure.La vente faite par le malade à un non successible est régie par les dispositions de l'article 355. "" L’Article 179 du Code du Statut Personnel  «  On ne peut disposer par testament en faveur d'un héritier ; on ne peut plus disposer de plus du tiers de son patrimoine.Le legs fait au profit d'un héritier, ou celui qui excède le tiers du patrimoine du disposant, ne s'exécute que si les héritiers y consentent après le décès du testateur. » Et l'Article 206. du Code du Statut Personnel  "" La donation faite par un malade pendant sa dernière maladie est réputée legs."" Un avocat diligent  pourra mieux vous conseiller à la lumière des documents et/ou des informations  que vous lui fournirezSlts/Naceur "
135,DROIT SUCCESSORAL,cas un peu compliqué réservé aux juristes expérimentés et réalistes,"    CiterPeu de temps après mon père s'est remarié (sous le nouveau régime légal en tunisie:la communauté) ===> Le régime de la communauté n'est pas le régime par défaut en Tunisie. Il faut que les mariés le choisissent expressément lors de la célébration du mariage ou ultérieurement par acte très formaliste. Donc la question, est ce une déduction que tu as faite ou t'es certaine que le mariage a été conclu avec choix d'un tel régime? Citeravant son décès alors qu'il était gravement malade il est important de nous donner quel genre de maladie? et la date du décès (année)Citera vendu la majeur partie des biens. Si le mariage a été conclu sous le régime de la communauté, elle n'aurait pas pu, puisque 50% entreront dans la succession et l'indivision,  en plus.CiterCette maison a été mise au nom de cette enfant.  même remarqueCiterNous sommes 4 enfants issu du premier mariage avons nous des droits par rapport à cette maison ne faut-il pas respecter un quitus??  tout dépend du 1er acte d'acaht (et qui t'as dit que la maison n'aurait pas été acquise au nom de la mère dès le départ?Citeren droit tunisien peut_on déshériter totalement ses enfants au profit d'un autre?? Théoriquement, non. Pratiquement, on le fait tous les jours.CiterMa mère, son ex femme qui avait acquis cette maison de tunis avec mon père n'a t-elle aucun recours?? NONCiterAlors je voudrait savoir si mon affaire vaut le coup.. D'après ce que je voix et je ressens, NON."
136,DROIT SUCCESSORAL,Divorce en Tunisie ou en France??,Utilises les adresses tunisiennes mentionnées dans le contrat de mariage s'il y en a ou sur sa CIN si vous en avez une copie.
137,DROIT SUCCESSORAL,Divorce en Tunisie ou en France??,"Merci pour votre réponse.C'est à dire que je peux continuer a divorcer en Tunisie? et fournir a Nantes les adresses tunisienne? Le soucis est que j'ai déjà assisté à l'audience de conciliation mais il n'était pas là. Sa convocation a été envoyée à l'adresse en France et si je demande à mon avocat de modifier les adresses, je devrais retourner en Tunisie pour une nouvelle conciliation.Que me conseillez vous svp.Merci d'avanceMenou"
138,DROIT SUCCESSORAL,Divorce en Tunisie ou en France??,"Citation de: menou94 le 19 octobre 2009, 01:28:50 pm 13:28Je m'explique brievement, ........Je ne sais pas du tout ou il habite mais il reside surement en France. .....etant donne que je ne sais pas ou il habite ni en France ni en Tunisie ....Comment proceder pour divorcer? La réponse a cette question réside dans l' Article 40 du  Code du Statut Personnel qui stipule que "" Si le mari, se trouvant sans ressources, quitte la femme sans lui avoir assuré des aliments et si personne n'y pourvoit durant l'absence, le juge impartit au mari un délai d'un mois pour revenir, à l'expiration de ce délai, le juge prononcera le divorce, serment préalablement prêté par la femme à l'appui des faits qu'elle invoque "" Slts/Naceur "
139,DROIT SUCCESSORAL,Divorce en Tunisie ou en France??,"Pour t'aider voilà un model de texte du requête de divorce (en arabe) دعوى الطلاق بموجب الغيبةموضوع الدعوىالمعروض على جناب السيد رئيس المحكمة الإبتدائية...... المنتصب للقضاء في المادة الشخصية دام حفظه ما يليحيث تعرض المنوبة أنها متزوجة بالمدعو ...بمقتضى حجة عادلة محررة بتاريخ ......... بواسطة العدلين ......... و جليسهو حيث تم البناء و أنجبا أبناء وهم 1 و 2 و 3 و 4و 5و حيث و منذ سنة .... عمد زوج المنوب التحلل من مسؤوليته بالإنقطاع عن الإنفاق على أسرته ليغيب عن أنظارهم و تنقطع عنهم أخباره.و حيث سعت المنوبة بكل وسعها إلى العثور على زوجها إلا أنها لم تجد له أثراو حيث إقتضى الفصل 40 من م أ ش على أنه ""إذا غاب الزوج عن زوجته و لم يكن لها مال و لم يترك لها نفقة و لم يقم أحد بالإنفاق عليها حال غيابه ضرب له القاضي أجلا مدة شهر عسى أن يظهر ثم طلقها عليه بعد ثبوت ما سلف و حلف المرأة على ذلك""ءو حيث يشترط الفصل شرطين وهما ""عسر الزوجة و عدم ترك زوجها الغائب لمال تنفقه على نفسها منه و عدم تكليف من يتولى الإنفاق عليها بدلا عنه طيلة فترة غيابه لينعقد الحق لتلك الزوجة في المطالبة بتطليقها على أساس هذا الفصل"" وهما شرطان متوفران في قضية الحال بيد أن الخصم أحجم عن الإنفاق على المنوبة و باتت في حالة عوز و إحتياج و سبق و أن إشتكت به لدى جناب النيابة العمومية من أجل عدم دفع نفقتها و نفقة أبنائها منه و ضمنت شكايتها تحت عــ..........دد حسب شهادة النشر المرافقة.و حيث يتجه تحضريا بضرب للمطلوب أجلا مدته شهرا كالإذن للمنوبة بنشر إعلان غيبة في إحدى الجرائد اليومية عسى أن يظهر الزوج المطلوب مع إعراب المنوبة عن إستعدادها للحلف على صحة غياب زوجها و عدم تركه لها مال تنفق منه و عدم قيام أحد بالإنفاق عليها نيابة عنه، ثم الحكم بإيقاع الطلاق بموجب الغيبة على معنى أحكام الفصل 40 من م أ ش و بتغريم المطلوب لفائدتها عن ضرريها المادي و المعنوي.و حيث تكبدت المنوبة مصاتريف التقاضي و أجرة المحاماة كانت في غنى عنهالـــــــــذا الرجاء من عدالة الجناب التفضل بالتحرير على المنوبة بالجلسة الصلحية المنعقدة كضرب أجل مدته شهرا للمطلوب و الإذن لها بنشر إعلان غيبة في إحدى الجرائد اليومية عسى أن يظهر الزوج المطلوب ثم الحكم بإيقاع الطلاق بموجب الغيبة على معنى أحكام الفصل 40 مـــــــن م أ ش و بتغريم المدعى عليه لفائدتها بـ......... عن ضررها المادي و بمثلها عن ضررها المعنوي و تغريمه لفائدتها ..... عن مصاريف التقاضي و أجرة المحاماة و بتحميله بالمصاريف القانونية و بحفظ الحق فيما زاد على ذلكو للجناب سديد النظر و السلامJ'espère que tu comprends l'arabe Slts/Naceur "
140,DROIT SUCCESSORAL,Divorce en Tunisie ou en France??,Bravo et Merci Chère ami NaceurRien à ajouter 
141,DROIT SUCCESSORAL,Divorce en Tunisie ou en France??,"Merci beaucoup Naceur et les autres pour le temps que vous consacrez à nos questions! Je ne sais pas lire l'arabe malheureusement mais je l'ai fait lire par mon père.J'ai une dernière question, est-ce que mon divorce sera reconnu en France et pas de risque que le procureur de la République en France me demande de refaire le divorce en France?J'ai peur de cela.Merci d'avance pour votre réponse"
